0.0461384,0.0452512,0.0429158,0.0428331,0.0434977,0.0440538,0.0444395,0.0447085,0.0449035,0.0450566,0.0451845,0.0452941,0.0453862,0.0454583,0.0455078,0.0455342,0.0455419,0.0455342,0.0455131,0.0454776,0.0454229,0.0453445,0.0452378,0.0450979,0.0449256,0.0447235,0.0444945,0.0442428,0.0439732,0.0436904,0.0433992,0.0431044,0.0428107,0.0425229,0.0422449,0.0419783,0.0417239,0.0414825,0.0412551,0.0410425,0.0408455,0.040665,0.0405013,0.040353,0.0402191,0.0400983,0.0399893,0.039891,0.0398021,0.0397214,0.0396484,
0.0443736,0.0446251,0.0432327,0.0422152,0.0431853,0.0438049,0.0439863,0.0461506,0.0453127,0.04495,0.0461102,0.0453623,0.0458505,0.0451839,0.0467869,0.044882,0.0455693,0.0450782,0.0459017,0.0442794,0.0453753,0.0446668,0.046324,0.0438038,0.0447734,0.0449122,0.0438999,0.0440538,0.0444617,0.0434947,0.043019,0.0427141,0.0436379,0.043073,0.0433699,0.0417202,0.0412388,0.0402103,0.041685,0.0404755,0.0404706,0.0403211,0.0403478,0.0397431,0.0403449,0.0402109,0.0390667,0.040259,0.0404099,0.0393219,0.0395058,
0.0445948,0.0449642,0.0432586,0.0434284,0.0410018,0.0445207,0.044263,0.045696,0.0456653,0.0444986,0.0462451,0.0457955,0.047306,0.0455021,0.0469094,0.0459719,0.0460722,0.0450212,0.0463819,0.0446762,0.0459673,0.0449963,0.0469637,0.0425933,0.0442885,0.044333,0.0446077,0.0430741,0.0443326,0.0440558,0.0432406,0.0437309,0.0442898,0.0424931,0.0431258,0.0416706,0.0395752,0.0393192,0.0426174,0.0399213,0.0410651,0.0403316,0.0391599,0.0389827,0.0407333,0.0397753,0.0392854,0.0415013,0.0406485,0.0386199,0.0397561,
0.0450802,0.0459672,0.0426528,0.0425166,0.0411021,0.0444927,0.0442725,0.0462685,0.0451801,0.0440607,0.0477724,0.045499,0.0466249,0.0448358,0.0481862,0.046268,0.0467896,0.0454911,0.0464705,0.0440822,0.0457139,0.0455182,0.046899,0.0430449,0.0448516,0.0442936,0.0446695,0.0433635,0.0438532,0.0443127,0.0435403,0.0433602,0.0436281,0.0425305,0.0443116,0.041762,0.0389406,0.0384319,0.044679,0.0395542,0.0412976,0.0403516,0.0384806,0.0386474,0.0409244,0.0407771,0.0390957,0.0404666,0.0406989,0.0382886,0.0400556,
0.0440337,0.0444981,0.0428642,0.0432282,0.0405377,0.0430662,0.0435857,0.0466758,0.0455901,0.0435646,0.0475339,0.0464035,0.0473,0.0449926,0.0481741,0.0455201,0.0475606,0.0450301,0.0468313,0.0435194,0.0456161,0.044934,0.0468421,0.0426756,0.0460162,0.0449873,0.0443114,0.0447138,0.044852,0.0436636,0.0435053,0.0436716,0.0430937,0.0422369,0.0445213,0.0408206,0.0396185,0.0398316,0.0455978,0.039832,0.0415654,0.0408759,0.0371105,0.0391449,0.0414901,0.0405191,0.0390705,0.0398863,0.0411602,0.0388522,0.0404261,
0.0445171,0.045733,0.0422764,0.0438819,0.0403572,0.0424464,0.0438661,0.0459803,0.0447904,0.0438549,0.0464906,0.0460739,0.0467185,0.0455016,0.0492012,0.0446605,0.0464126,0.04554,0.0484209,0.0440827,0.0459527,0.0429469,0.0463786,0.0427618,0.0463382,0.0460004,0.0442401,0.0447721,0.0457561,0.0428016,0.043673,0.0433882,0.0437198,0.043146,0.0452994,0.0407267,0.0391725,0.0400145,0.0450823,0.0396562,0.0426256,0.0415818,0.0378315,0.0388985,0.0414504,0.0394842,0.0394416,0.0402869,0.0415191,0.0381544,0.0409951,
0.0448584,0.0459092,0.042457,0.0453033,0.0402927,0.0432583,0.0441741,0.0470076,0.0452338,0.0446158,0.046496,0.0457185,0.0472337,0.0459991,0.049396,0.0441619,0.0461462,0.045811,0.0490182,0.0431174,0.0458398,0.0431703,0.0463971,0.0431398,0.0460914,0.046504,0.0443742,0.0444631,0.0450859,0.0433487,0.0443539,0.0432866,0.0436541,0.0434945,0.0451981,0.0399219,0.0390159,0.0400816,0.0459039,0.0412875,0.0427616,0.0422277,0.0367273,0.0394272,0.0421719,0.039696,0.0395253,0.0396569,0.041614,0.0376125,0.0405397,
0.0464549,0.0460773,0.0413279,0.0455846,0.0409864,0.0436924,0.0440897,0.0477644,0.0480097,0.0447312,0.0471035,0.0456569,0.0480135,0.0457633,0.0493152,0.0442164,0.0456935,0.0462329,0.0498927,0.0427927,0.0450131,0.0423335,0.0465001,0.0433924,0.0456237,0.0466482,0.0447412,0.0454069,0.0439532,0.0430144,0.0443749,0.0437798,0.042878,0.0448952,0.0445842,0.0391763,0.0389389,0.0393768,0.0459505,0.0421382,0.0433049,0.0419452,0.0374967,0.040871,0.0431167,0.0397778,0.0393625,0.0386403,0.0415913,0.0380474,0.0400257,
0.0452844,0.0460074,0.0414873,0.04608,0.0422065,0.0424533,0.043543,0.0481591,0.0476382,0.0443527,0.0474007,0.0445263,0.0476781,0.0451465,0.0495768,0.0444424,0.0464007,0.0459892,0.0502994,0.0436854,0.0449346,0.0417786,0.0458904,0.0436979,0.0456156,0.0470596,0.044257,0.045873,0.04382,0.0431231,0.0432717,0.0443808,0.0417835,0.0453311,0.0446569,0.0379408,0.0377681,0.0380238,0.0451933,0.0422252,0.0428535,0.0423674,0.0374444,0.0408285,0.0431148,0.0394417,0.0394659,0.0387941,0.0415083,0.0378699,0.0410241,
0.0442533,0.0456835,0.0427574,0.0461468,0.0417204,0.042704,0.0437962,0.0480313,0.0470895,0.0454951,0.0463472,0.0438624,0.0475473,0.044913,0.050475,0.0445448,0.0453286,0.0441246,0.0505053,0.0433856,0.0447558,0.0418383,0.0454116,0.04341,0.0463615,0.0476877,0.0448242,0.0456968,0.0442787,0.0439525,0.0437397,0.0447565,0.0416622,0.0451041,0.0435697,0.0370567,0.0386808,0.03862,0.0460022,0.0417544,0.0420486,0.0430282,0.03709,0.0416101,0.0422777,0.0390811,0.0398256,0.0385632,0.0408227,0.0380706,0.0416386,
0.0450981,0.0467056,0.0427451,0.0464183,0.0405801,0.0408706,0.0431878,0.0472384,0.0472039,0.0456009,0.0455418,0.0436223,0.04691,0.0451546,0.0508316,0.044252,0.0449188,0.0446562,0.05177,0.043068,0.04491,0.042095,0.0432329,0.0437983,0.0461687,0.0480801,0.0454306,0.0463707,0.0448194,0.0438238,0.0437939,0.0439203,0.0408921,0.0461856,0.0430648,0.0360574,0.0381761,0.0396322,0.0454613,0.0431111,0.0414235,0.043677,0.0374288,0.0405718,0.0417353,0.0394114,0.0381555,0.0383269,0.0410862,0.0384226,0.0406974,
0.0450308,0.047849,0.0437917,0.0477966,0.0408463,0.0404827,0.0437839,0.0480063,0.0476963,0.0465199,0.0438279,0.0412957,0.0453172,0.0460503,0.0496142,0.0441441,0.0451002,0.0445451,0.0510612,0.0441202,0.0447729,0.0432314,0.0439784,0.0431435,0.0457698,0.0479102,0.0466745,0.0467211,0.044766,0.0443302,0.0444896,0.0438896,0.0405781,0.0455116,0.0434843,0.0349445,0.0384426,0.0394575,0.0457283,0.0427804,0.0421849,0.0433391,0.038143,0.041077,0.0413397,0.040789,0.0366287,0.0380849,0.0412768,0.0387716,0.0412639,
0.0442824,0.0485244,0.0434427,0.0479552,0.0400879,0.0404825,0.0430522,0.0493592,0.0463062,0.0478859,0.0435734,0.0408566,0.0441208,0.04659,0.0490345,0.0434177,0.0453784,0.0438745,0.0505296,0.0445314,0.0441607,0.0423497,0.0442608,0.0444217,0.0442515,0.0470507,0.0477911,0.0472268,0.0450917,0.0430021,0.0442018,0.0423765,0.0418632,0.0444781,0.0443814,0.0355759,0.0383568,0.0393699,0.0449635,0.0432711,0.0426038,0.0424231,0.0376445,0.0416843,0.0411688,0.0402386,0.0363692,0.0382076,0.0425123,0.0389323,0.0424845,
0.0458256,0.0479201,0.0451427,0.0484096,0.0401981,0.0398267,0.0436461,0.0501337,0.0458776,0.0475949,0.0430163,0.0415533,0.0447736,0.0472814,0.0486221,0.0431515,0.0459392,0.0441207,0.0508034,0.0454303,0.0433712,0.0417486,0.0449996,0.044927,0.0448248,0.0465561,0.0489074,0.0470852,0.0432328,0.0428733,0.0450096,0.0409904,0.042047,0.0442071,0.0442231,0.0363059,0.038341,0.0397588,0.0448495,0.0424093,0.0433358,0.0423132,0.039368,0.0419296,0.0406846,0.039248,0.03609,0.0377645,0.0432034,0.0393796,0.0429818,
0.0452529,0.047714,0.0454533,0.0475075,0.0406494,0.0402134,0.0444336,0.0514615,0.0475438,0.0473137,0.0426091,0.0411407,0.0440938,0.0472283,0.04988,0.0434049,0.0457108,0.0458848,0.0507251,0.0460275,0.0426813,0.0409242,0.0459859,0.0461994,0.0448047,0.0463361,0.0486938,0.0474386,0.0420208,0.0440412,0.0449467,0.0400734,0.0405914,0.0440089,0.0439421,0.0355538,0.0362793,0.0409758,0.0433175,0.0422521,0.0430969,0.0411965,0.0388642,0.0418187,0.0398892,0.0393981,0.0365594,0.0388892,0.0437359,0.0392785,0.0426767,
0.0446975,0.0479436,0.045748,0.0485617,0.0408661,0.0400776,0.046291,0.0518961,0.0480761,0.0455016,0.0436678,0.0417844,0.0438006,0.0470587,0.0494577,0.0426762,0.045836,0.0465716,0.0501432,0.0456705,0.0418547,0.0403681,0.0456706,0.0475171,0.0452039,0.0461241,0.0492904,0.0475807,0.0427619,0.0437327,0.0452096,0.0414103,0.0409088,0.0441777,0.0427825,0.0366023,0.03661,0.0418396,0.0426505,0.0432849,0.0431837,0.0416061,0.0395877,0.042394,0.0416046,0.0391884,0.0354546,0.0380808,0.0425427,0.0386439,0.041509,
0.0449508,0.0484361,0.0436418,0.0486202,0.0407679,0.040319,0.0490749,0.0524805,0.0471738,0.044906,0.0435168,0.0430834,0.0435682,0.0464522,0.0495147,0.0428448,0.0461553,0.0462403,0.0501562,0.0460046,0.0425473,0.0406151,0.0450617,0.0479997,0.0452983,0.0467178,0.0504136,0.047237,0.0419075,0.0442379,0.0436912,0.0408911,0.0404609,0.0443003,0.0433886,0.0367604,0.0367306,0.0429462,0.0443485,0.0426953,0.0430434,0.0428389,0.0400515,0.0427493,0.0417458,0.0383428,0.0345442,0.0371933,0.0425201,0.0387361,0.0401113,
0.0456097,0.0482176,0.043115,0.0491514,0.0410679,0.0409382,0.0483176,0.0523152,0.0480364,0.0449098,0.0433713,0.0437519,0.0432377,0.0461809,0.0502236,0.042776,0.0455442,0.0465754,0.0506269,0.0459826,0.0436243,0.0404785,0.0443241,0.0468127,0.0448817,0.0473206,0.0502253,0.0474791,0.0425478,0.0446111,0.0434152,0.0410841,0.0408672,0.045124,0.0439242,0.0378179,0.036479,0.0430823,0.0441828,0.0417265,0.0432664,0.0424109,0.0408542,0.0436721,0.042052,0.0373518,0.033837,0.0371558,0.043118,0.0388334,0.0412866,
0.0461,0.0480624,0.0435537,0.0492064,0.0406057,0.0420966,0.0486412,0.0514248,0.0481792,0.045868,0.043129,0.0431119,0.0438872,0.0466516,0.0509699,0.0429724,0.0448441,0.0454859,0.0508141,0.0465473,0.0426383,0.0414036,0.0450578,0.0467965,0.0442311,0.0481322,0.0504337,0.0488596,0.0428611,0.0445165,0.0437875,0.0419525,0.040231,0.0444956,0.045014,0.0364371,0.0359674,0.0425078,0.0445362,0.042369,0.0431361,0.0427096,0.0403564,0.0434543,0.0424993,0.0382615,0.0354727,0.036784,0.0421893,0.0385139,0.040699,
0.0457872,0.0481193,0.0434659,0.0485077,0.039989,0.0423919,0.0489823,0.0510054,0.0481549,0.0455294,0.0432321,0.0421243,0.0426695,0.0458952,0.0515661,0.0437526,0.0460456,0.0457868,0.0505985,0.0471112,0.0410634,0.0420959,0.045718,0.0468648,0.0453755,0.0477968,0.0508466,0.048509,0.0420666,0.0441792,0.0430787,0.0419815,0.0415875,0.0449486,0.0446029,0.036928,0.0375844,0.0428144,0.0451785,0.0421401,0.0428336,0.04201,0.0410592,0.0431255,0.0423793,0.0376655,0.0342518,0.0368959,0.0411744,0.0384344,0.0416752,
